,title,description
160,"전남도, <b>코로나</b>19 확진자 안정화···후속대책 마련",전라남도는 도내 <b>코로나</b>19 첫 환자(국내 16번째)가 지난 2020년 2월 6일 발생한 이후 3년 만에 누적 확진자가... 8일 전남도에 따르면 <b>코로나</b>19는 2020년 1월 20일 국내 첫 확진자 발생 후 수도권을 중심으로 1차 유행이... 
161,"전남도, <b>코로나</b> 첫 환자 발생 이후 3년…안정 상황",<b>코로나</b>19- 목포아동병원 대응 현장 방문(사진제공=전라남도청)  전라남도는 도내 <b>코로나</b>19 첫 환자(국내 16번째)가 지난 2020년 2월 6일 발생한 이후 3년 만에 누적 확진자가 99만 명을 기록한 가운데 7차 유행이 안정된... 
162,"광주·전남, <b>코로나</b>19 신규확진자 1278명","실내마스크 해제에도 소폭 감소 광주·전남지역의 <b>코로나</b>19 신규 확진자가 1278명을 기록하면서 전주(1397명)보다 소폭 감소했다. 방역당국에 따르면 8일 0시 기준 <b>코로나</b>19 신규확진자는 광주 569명, 전남 709명 등 총... "
163,"1월 국제선 항공 여객, <b>코로나</b> 이전 58%…“내년 하반기 완전 회복”",<b>코로나</b>19로 인한 방역규제가 사실상 폐지됐지만 아직 국제선 항공편 여객수는 <b>코로나</b> 이전의 58% 수준으로 나타났다. 아직 중국을 오가는 항공편이 제자리걸음을 하고 있고 세계 각국 공항의 지상조업 시스템이... 
164,"질병청장 &quot;중국 <b>코로나</b> 안정세, 단기비자 제한 조기 해제 검토&quot;","방역 당국이 중국 내 <b>코로나</b>19 유행 상황이 안정세로 돌아섰다고 보고, 중국 단기 비자 발급 제한 조치에... 지영미 질병관리청장은 오늘(7일) 충북 오송 질병관리청에서 열린 기자간담회에서 중국 <b>코로나</b>19 상황과 관련해... "
165,<b>코로나</b> 재감염 주기 ‘5개월→9개월’…“면역 상태 좋아진 덕”,<b>코로나</b>19에 감염됐다가 재감염되는데까지 걸린 시간이 평균 5개월에서 9개월로 늘었다. 반복된 백신... 달간 <b>코로나</b>19 재감염 추정 평균 소요기간은 약 9개월(259∼292일)이었다. 재감염 소요기간은 두번째 <b>코로나</b>19에... 
166,"정읍시, 7일부터 <b>코로나</b> 재난안전문자 발송 않는다",전북 정읍시가 매일 반복적으로 발송했던 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 신규 확진자 통계 재난안전문자를 발송하지 않기로 했다. 시는 2020년부터 <b>코로나</b>19 확진자 수를 알리는 재난문자 발송을 7일부터 중단한다고... 
167,충북 7일 <b>코로나</b>19 665명 확진…감소세 이어져,"뉴데일리 김동식 기자 = 충북에서 지난 7일 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 확진자가 청주를 중심으로 전지역에서 665명이 추가 발생했다. 전날 440명보다 225명 많지만, 1주일 전인 지난달 31일 755명과... "
168,<b>코로나</b>19 중대본 회의 참석하는 정기석 단장,= 정기석 <b>코로나</b>19 특별대응단장 겸 국가 감염병 위기대응 자문위원장이 8일 오전 서울 종로구 세종대로 정부서울청사에서 <b>코로나</b>19 중대본 회의에 참석하고 있다. 2023.2.8/뉴스1
169,[속보] 바이든 &quot;<b>코로나</b> 사망자 90% 감소…공중보건 비상사태 곧 끝내&quot;,
170,광주·전남 8일 <b>코로나</b>19 신규 확진자 1278명···“비교적 안정화”,전라남도는 도내 <b>코로나</b>19 첫 환자(국내 16번째)가 지난 2020년 2월 6일 발생한 이후 3년 만에 누적 확진자가... 8일 전남도에 따르면 <b>코로나</b>19는 2020년 1월 20일 국내 첫 확진자 발생 후 수도권을 중심으로 1차 유행이... 
171,"박민수 차관, <b>코로나</b>19 중대본 회의 주재",= 중앙재난안전대책본부 제1총괄조정관인 박민수 보건복지부 제2차관이 8일 오전 서울 종로구 세종대로 정부서울청사에서 <b>코로나</b>19 중대본 회의에서 모두 발언을 하고 있다. 2023.2.8/뉴스1
172,중국 해외 단체여행 재개 첫날 67만여명 출입국…<b>코로나</b> 이후 최다,중국이 3년만에 자국민의 해외 단체 여행을 허용한 지난 6일 출입국자 수가 <b>코로나</b>19 발생 이후 최고치를... 국가이민국은 당일 출입국 인원 수는 <b>코로나</b>19 발생 이후 최고치로 그 이전과 비교해 36.6% 정도 회복된... 
173,전남 <b>코로나</b> 누적 확진자 100만명 임박…확산세 &apos;안정&apos;,지난해 4월 목포아동병원 <b>코로나</b>19 대응 현장을 살펴보는 김영록 전남도지사. /전남도 제공 지난 2020년 2월 <b>코로나</b>19 확진자가 전남에서 처음 발생한 이후 3년 만에 전남 누적 확진자가 99만 명을 기록한 가운데 전남도가... 
174,"명지병원, 원내 <b>코로나</b>19 대응 시스템 및 전략 개편","명지병원은 마스크 실내 착용 의무 해제에 맞춰 원내 <b>코로나</b>19 대응 전략을 환자 편의 중심으로 대폭... 검사지침, <b>코로나</b>19 후유증클리닉 상설화 등의 감염병 대응 지침을 변경해 시행했다. 우선 보호자의 <b>코로나</b>19 검사로... "
175,<b>코로나</b> 신규 확진 1만6120명 &apos;위중증293명·사망10명&apos;,"<b>코로나</b>방역, <b>코로나</b>검사 (시사매거진DB) 국내 <b>코로나</b> 신규 확진자가 1만명대로 확인됐다. 중앙방역대책본부는 7일 0시 기준, 국내 발생 신규 확진자는 1만6091명, 해외유입 사례 29명 포함 1만6120명이... "
176,<b>코로나</b>19로 줄어든 국제선 항공편 &apos;60% 회복&apos;,"<b>코로나</b>19로 줄어들었던 국제선 항공편이 완연한 회복세를 나타냈다. <b>코로나</b>19 발생 이전과 비교해 60% 가까이 회복했는데, 일본과 베트남, 태국 등 중·단거리 노선 여행 수요가 많이 늘어난 것으로 나타났다.... "
177,"&apos;월 100만명&apos; 찍은 일본여행…저비용항공사들, <b>코로나</b> 딛고 &apos;적자탈출&apos;","<b>코로나</b>19 유행으로 하늘길이 닫히면서 나락으로 빠졌던 항공업계가 국내외에서 이어지는 일상회복... 이어 <b>코로나</b>19 팬데믹으로 하늘길이 닫힌 2020년과 2021년 제주항공의 영업손실은 각각 3358억원, 3171억원에... "
178,"전남도, 13일부터 &apos;영유아 <b>코로나</b>19 예방접종&apos;",4세 이하 영유아는 <b>코로나</b>19 확진 시 5~19세에 비해 사망률이 높고 17세 이하 확진자 입원율 1.21%의 절반을... <b>코로나</b>19 예방접종 누리집에서 확인할 수 있다. 현재 사전 예약을 진행하고 있으며 오접종을 예방하기 위해... 
179,13일부터 영유아 <b>코로나</b>19 예방접종,▲<b>코로나</b>19 접종 사진 전라남도는 영유아 3만6천명을 대상으로 13일부터 화이자 영유아용 백신 접종을... 4세 이하 영유아는 <b>코로나</b>19 확진 시 5~19세에 비해 사망률이 높고 17세 이하 확진자 입원율 1.21%의 절반을... 
180,"SK바이오사이언스 매출 반토막, <b>코로나</b> 엔데믹 직격타에도 대규모 시설투자 단...","SK바이오사이언스가 <b>코로나</b> 엔데믹 전환에 따라 백신 매출 급감으로 실적이 급감했으나, 미래 발생할... 지난 2021년 SK바사는 아스트라제네카(AZ) <b>코로나</b>19 백신 위탁생산(CMO), 노바백스 CMO 계약 체결 등으로 최대... "
181,중국발 입국객 <b>코로나</b>19 검사 주간 양성률 1.1%…전주보다 0.9%p↓,"지난주 중국발 입국자의 <b>코로나</b>19 양성률이 1.1%로 분석됐습니다. 중앙방역대책본부는 지난달 29일부터 2월 4일까지 7일간 중국을 출발해 우리나라로 입국한 사람은 9,492명으로, 이 중 9,373명이 검사를 받았고... "
182,"<b>코로나</b>19 개량백신 접종, 사망 위험 50% 이상 줄고 부작용 10분의 1","8일 <b>코로나</b>19 개량백신(2가 백신)이 감염 확률을 절반 정도로 줄이고, 중증화와 사망 위험을 50% 이상... 정기석 <b>코로나</b>19 특별대응단장 겸 국가감염병위기대응자문위원회 위원장은 이날 정부서울청사에서 열린... "
183,충북서 7일 <b>코로나</b>19 655명…전주대비 90명↓,지난 7일 충북에서 <b>코로나</b>19 확진자 665명이 새롭게 발생했다. 하루 전날보다는 225명이 많지만 일주일... 8일 충청북도 재난안전대책본부에 따르면 전날 하루 동안 도내 11개 전 시군에서 모두 665명이 <b>코로나</b>19... 
184,[2/8(수) <b>코로나</b>19 종합] 신규확진 1만7934명…위중증 283명,"중앙방역대책본부는 8일 0시 기준 <b>코로나</b>19 신규 확진자가 1만7934명이라고 밝혔다. 누적 확진자는 3029만7315명이다. 신규 확진자의 감염 경로는 국내 발생 1만7896명, 해외 유입은 38명이다. 지역별... "
185,"해남군, 영유아 <b>코로나</b>19 예방접종... 2월 13일부터 시작",전남 해남군이 영유아를 대상으로 <b>코로나</b>19 감염 예방 백신 접종을 시행한다고 8일 밝혔다. 해남군청 접종... 영유아 기초접종은 영유아용 화이자 백신으로 8주(56일) 간격으로 3회에 걸쳐 시행되며 <b>코로나</b>19 예방접종과... 
186,충북서 6일 <b>코로나</b>19 440명…전주대비 169명↓,지난 6일 충북에서 <b>코로나</b>19 확진자 440명이 새롭게 발생했다. 휴일 검사자 감소 등으로 확진자가... 7일 충청북도 재난안전대책본부에 따르면 전날 도내 영동을 제외한 10개 시군에서 모두 440명이 <b>코로나</b>19 양성... 
187,"지영미 질병청장 &quot;<b>코로나</b>19 비상단계 끝, 올해 일상전환 원년&quot;",&quot;전 세계가 <b>코로나</b>19 위기에서 완전히 벗어나진 못했지만 긴 터널의 끝이 보이는 시점임은 분명하다. 올해는... &quot; 지영미 질병관리청장은 7일 충북 오송 질병청에서 열린 취임 이후 첫 기자간담회에서 사상 초유의 <b>코로나</b>19... 
188,"전남도, <b>코로나</b>19 7차 유행 안정세 진입","전남도가 도내 <b>코로나</b>19 첫 환자가 발생한 이후 3년 만에 확산세가 진정되고 있다고 밝혔습니다. 전남도는... 전남도는 <b>코로나</b>19 후속 대책으로 전문가 토론회와 법·제도 개선, 후유증 대응을 위한 대책을 정부에... "
189,"수젠텍, <b>코로나</b>·독감 동시진단제품 식약처 판매허가 획득","체외진단 기업 수젠텍(253840)이 식품의약품안전처로부터 <b>코로나</b>와 독감을 동시에 검사할 수 있는... 회사 측은 “정확도 측면에서도 <b>코로나</b>19와 인플루엔자 A, B는 각각 90.9%, 96.6%, 93.0%의 민감도를 보였고, 특이도는 3개... "
190,"전남도, <b>코로나</b> 첫 환자 발생 이후 3년… 안정 상황",전라남도는 도내 <b>코로나</b>19 첫 환자(국내 16번째)가 지난 2020년 2월 6일 발생한 이후 3년 만에 누적 확진자가... 김영록 전남도지사는 &quot;<b>코로나</b>19가 끝난 것은 아니지만 현재의 7차 유행이 안정화되기까지는 도민들의 헌신과... 
191,"‘제로 <b>코로나</b>’에…中 지난해 명품 소비, 5년 만에 감소",중국의 명품 시장이 지난해 엄격한 방역 정책인 ‘제로 <b>코로나</b>’와 경기 둔화에 타격을 입었다. 하지만 중국이 지난해 말 ‘위드 <b>코로나</b>’로 전환함에 따라 올해는 리오프닝(경제활동 재개) 효과로 성장세로 전환할... 
192,"가평군, 영유아 <b>코로나</b>19 접종 시작...&quot;발열ㆍ통증 등 일반적 사례 보고&quot;", 가평군이 신종<b>코로나</b>바이러스감염증(<b>코로나</b>19) 감염의 겨울철 재유행의 지속 및 신규변이 출현 등에 따라 <b>코로나</b>19 예방접종 대상을 영유아로 확대 한다. 8일 가평군은 &quot;그동안 접종 기회가 없었던 생후 6개월에서... 
193,"<b>코로나</b> 잠잠해지며 다시 순항중인 항공업계, 앱 현황 살펴보니","<b>코로나</b>19가 본격적으로 확산되기 이전인 2019년의 여객 수(국내선과 국제선 합)는 1억 2,336만 6,608명으로 <b>코로나</b> 이전 약 45% 수준 회복했다. 빅데이터 전문기업 TDI(티디아이, 대표 신성균)가 자사의 분석... "
194,생후 6개월 ~ 4세 영유아 대상 <b>코로나</b>19 백신 접종 사전예약 방법,영유아 대상 <b>코로나</b>19 백신 접종(사진=고양시청)  영유아 <b>코로나</b> 백신 접종이 시작된다. 고양특례시는 오는 13일부터 생후 6개월 ~ 4세 영유아 대상 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 예방접종을 시작한다. 백신 접종... 
195,"수젠텍, <b>코로나</b>·독감 동시 진단키트 제조 허가 획득",수젠텍이 식품의약품안전처(식약처)로부터 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19)과 독감 바이러스를 동시에 검사할 수 있는 신속진단제품 &apos;SGTi-flexM COVID-19 &amp; Flu A/B Ag&apos;(콤보 제품)의 제조 허가를 받았다. 7일 수젠텍에... 
196,"서울시, 포스트 <b>코로나</b> 시대 마이스 산업 육성…39억 원 투입",이를 통해 포스트 <b>코로나</b> 시대를 맞아 증가하는 마이스 행사 수요를 선점한다는 목표다. 시는 현장 외국인 참가자가 50명 이상인 국제회의 행사 관련 유치·홍보 등 활동에 단계별로 최대 2억 8000만 원을 지원한다.... 
197,"유통업계, <b>코로나</b>19로 인력 감소폭 확대",CEO스코어 제공 유통업계와 금융업계에서 지난해 <b>코로나</b>19 팬데믹에 따른 소비 부진과 언택트 근무 등의... 유통 업종은 <b>코로나</b> 여파로 인한 수익성 악화 등으로 인원 감축을 비롯한 구조조정을 단행했고... 
198,"고령군, 영유아 (6개월~4세) <b>코로나</b>19 예방접종 실시",고령군 영유아 <b>코로나</b>19 예방접종 안내문. (사진=고령군 제공) 고령군(군수 이남철)은 6개월~4세 영유아대상(22년생 생일 경과자 ~ 18년생 생일 경과자)으로 한 <b>코로나</b>19 백신 기초접종(1·2·3접종을 ) 오는 13일부터... 
199,<b>코로나</b>로 확~찐 몸! 송파구가 구민 건강 챙겨드려요,"[사진=송파구청] 구는 그간 <b>코로나</b>19 여파로 위축된 구민들의 신체활동과 무너진 식사습관 등을 개선하고... 한편, 구는 지난해 <b>코로나</b>19 상황에도 불구하고 구민 건강사업을 펼쳐 &apos;제14회 건강증진사업&apos; 평가에서 전국... "
200,"전남도, <b>코로나</b>19 첫 환자 발생 이후 3년…법·제도 개선에 집중",<b>코로나</b>19 목포아동병원 대응 현장을 방문한 김영록 지사(사진우측 가운데). 사진/전남도청 제공 전라남도는 도내 <b>코로나</b>19 첫 환자(국내 16번째)가 지난 2020년 2월 6일 발생한 이후 3년 만에 누적 확진자가 99만 명을... 
201,<b>코로나</b> 팬데믹으로 유통업계 &apos;칼바람&apos;...작년 쿠팡 채용 4천903명 줄었다,"파업 행진하는 배달노동자들 [사진출처=연합뉴스] 연합뉴스에 따르면 작년 <b>코로나</b> 팬데믹에 따른... 유통 업종은 <b>코로나</b> 여파로 인한 수익성 악화 등으로 인원 감축을 비롯한 구조조정을 단행했고, 은행과... "
202,"정기석, 中 입국자 방역완화 여부에 “<b>코로나</b> 자료 공개하면 가능”","정기석 <b>코로나</b>19 특별대응단장 겸 국가감염병위기대응자문위원회 위원장은 6일 중국발 입국객에 대한 방역조치를 완화할 가능성과 관련해, 중국의 <b>코로나</b> 관련 통계 자료 공개가 선행되면 검토할 수 있다는 입장을... "
203,"<b>코로나</b> 특수 끝난 &apos;줌&apos;, 직원 1300명 감축 나선다",<b>코로나</b> 엔데믹에 따라 재택근무나 온라인수업 등이 줄어든데 따른 조치로 보인다. 줌은 7일(현지시간) 자사... 에릭 위안 줌 CEO는 &quot;회사는 <b>코로나</b> 팬데믹 이후의 글로벌 경제의 불확실성과 고객에 대한 영향 등에... 
204,진천군 &quot;만 4세 이하 영유아 <b>코로나</b>19 예방접종&quot;,충북 진천군은 6개월부터 만 4세 사이 영유아를 대상으로 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 예방접종을 진행한다고 6일 밝혔다. 접종 백신은 영유아용 화이자 백신으로 8주(56일) 간격으로 3차례에 걸쳐 접종한다.... 
205,[<b>코로나</b>19] 신규확진 1만6120명…위중증 293명·사망 10명,중앙방역대책본부는 7일 0시 기준으로 <b>코로나</b>19 신규 확진자가 1만6120명 늘어 누적 3027만9381명으로... 전날 <b>코로나</b>19로 사망한 환자는 10명으로 직전일(18명)보다 8명 감소했다. 누적 사망자는 3만3624명... 
206,&quot;<b>코로나</b>19 종식 임박…일상 전환 원년 될 것&quot;,올해를 <b>코로나</b>19 이후 일상 전환의 원년으로 삼겠다고 밝혔다. 지영미 질병청장은 7일 오전 충북 오송 질병청에서 기자간담회를 열고 이 같이 말했다. 지 청장은 &quot;<b>코로나</b>19 유행의 종료가 임박하고 있다. 올해는... 
207,<b>코로나</b> 위험 3주째 &apos;낮음&apos;…BN.1 검출률 56.9%," <b>코로나</b>19 신규 확진자 수가 1만6107명으로 전주 대비 20% 하락하면서 2월 1주 <b>코로나</b>19 주간 위험도는 전국 및 수도권, 비수도권 모두 3주 연속 &apos;낮음&apos; 단계의 위험도를 유지했다. <b>코로나</b>19 오미크론 BN.1 변이... "
208,<b>코로나</b>19 확진자 6주째 감소…중국발 양성자 1명,"<b>코로나</b>19 감소세가 6주 째 감소세를 이어갔다. 중국발 국내유입 감염자도 1명에 그쳤고, 감염재생산지수 5주 연속 &apos;1 아래&apos;를 유지했다.박민수 중앙재난안전대책본부 제1총괄조정관(보건복지부 제2차관)은 8일... "
209,"옥천군, 만 6개월~4세 <b>코로나</b>19 예방접종",［충북일보］ 옥천군은 영유아(만 6개월~4세)를 대상으로 <b>코로나</b>19 예방접종을 한다고 8일 밝혔다. 군... 한편 <b>코로나</b>19 예방접종은 다른 생백신이나 사백신의 동시 접종에 따른 면역 형성이나 안전성에 큰 영향을... 
210,"힐링 뮤지컬 &apos;친정엄마&apos;, <b>코로나</b>19 극복하고 4년만에 대극장 컴백",<b>코로나</b>를 극복하고 새롭게 단장된 &apos;친정엄마&apos;는 서울 신도림동 디큐브아트센터에서 3월28일 그랜드 오픈한다. 스타작가 고혜정의 대표작 &apos;친정엄마&apos;는 누군가의 엄마이기 전에 여자였던 봉란이 치마저고리를 입고 다니던... 
211,"수젠텍, <b>코로나</b>·독감 동시 신속진단 키트 판매허가 획득",수젠텍은 식품의약품안전처로부터 <b>코로나</b>와 독감을 동시에 검사할 수 있는 콤보 신속진단제품에 대한 제조 허가를 받았다고 7일 밝혔다. 수젠텍에 따르면 지금까지 허가받은 대부분의 <b>코로나</b>와 독감 동시 검사... 
212,"지영미 &quot;<b>코로나</b> 정기접종 고위험군 2회, 일반인 1회 적절&quot;","늦어…<b>코로나</b>19 대응 잘했다 평가&quot; [서울=뉴시스] 구무서 기자 = 지영미 질병관리청장은 <b>코로나</b>19 백신 예방접종을 정기적으로 실시할 경우 고위험군은 1년에 2회, 일반인은 1회 맞는 게 합리적이라고 밝혔다. 지 청장은... "
213,"中 &quot;<b>코로나</b>19 병원 내 사망자, 전주 대비 약 50% 감소&quot;",조준형 특파원 = 중국에서 <b>코로나</b>19에 감염된 뒤 병원에서 사망한 사람 수가 지난달 초 정점을 찍은 이후 지속 감소하고 있다. 중국 질병통제예방센터(이하 센터)는 4일 홈페이지에 올린 전국 <b>코로나</b>19 감염 상황... 
214,인천 787명 <b>코로나</b>19 확진…엿새째 1천명 이하 감염,인천시는 지난 6일 발생한 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 확진자 수가 787명으로 집계됐다고 7일 밝혔다. 인천의 일일 확진자 수는 지난해 3월 15일 3만1천211명으로 정점을 찍은 뒤 최근에는... 
215,"수젠텍, <b>코로나</b>·독감 동시진단제품 식약처 제조 허가",수젠텍이 식품의약품안전처로부터 <b>코로나</b>와 독감을 동시에 검사할 수 있는 콤보 신속진단제품에 대한 제조 허가를 받았다고 7일 밝혔다. 지금까지 허가 받은 대부분의 <b>코로나</b>와 독감 동시 검사 제품은 두개의 제품이... 
216,‘핫플’ 밀집한 성수 상권 매출 ‘쑥쑥’…명동도 <b>코로나</b> 타격 회복,<b>코로나</b>19 사태가 휩쓸었던 지난 3년간에도 서울 주요 상권은 회복세를 보인 것으로 나타났다.... <b>코로나</b>19 타격이 컸던 명동의 경우 사회적 거리두기가 점차 해제된 지난해부터 매출이 회복세를 보였다.... 
217,광주·전남 999명 <b>코로나</b>19 양성 판정,기사내용 요약 광주 453명·전남 546명 신규 감염 지난 6일 광주와 전남에서는 모두 999명이 <b>코로나</b>19에 신규 감염됐다. 7일 방역 당국에 따르면 전날 광주에서는 453명이 양성 판정을 받았다. 사망 인원... 
218,<b>코로나</b>19에 유통업계 ‘고용 한파’… 작년 쿠팡 순고용 4903명↓,ⓒ스카이데일리 지난해 <b>코로나</b>19에 따른 소비부진·비대면 근무 등의 영향으로 유통업과 금융업종에서... 반면 유통·은행·통신·보험 등 업종은 지난해 <b>코로나</b>19 펜데믹에 이은 업황 부진 및 구조개편에 따라... 
219,서현진 “출산+<b>코로나</b>로 산후우울증 절정…요가로 견디고 버텨”,"출산+<b>코로나</b>로 산후 우울 절정이었던 때 나를 숨 쉬게 해준 요가. 돌아보면 지난 10여 년, 내 삶의 고비고비마다 늘 요가 매트 위로 돌아가 다시 땀 흘리고 비우고, 깊은 호흡을 채우며 견디고 버텨왔다&quot;고 털어놨다. 이어... "
220,지영미 청장 “일상회복 원년”…<b>코로나</b> 등급 완화·접종 연례화(종합),"지영미 질병관리청장은 올해가 3년간의 <b>코로나</b>19 팬데믹을 끝내는 해로 내다봤다. 지난달 30일 실내 마스크 의무 조정 1단계가 시행됐는데, 올해 안에 마스크 전면 해제, <b>코로나</b>19 등급 완화에 나서겠다는 것이다. 백신... "
221,<b>코로나</b>19 중대본 회의 참석하는 박민수 복지부 2차관,= 중앙재난안전대책본부 제1총괄조정관인 박민수 보건복지부 제2차관이 8일 오전 서울 종로구 세종대로 정부서울청사에서 <b>코로나</b>19 중대본 회의에 참석하고 있다. 2023.2.8/뉴스1
222,우리나라 대표 힐링 뮤지컬 ‘친정엄마’ <b>코로나</b> 극복하고 4년만에 ‘대극장’...,<b>코로나</b>를 극복하고 새롭게 단장된 ‘친정엄마’는 디큐브아트센터에서 3월28일 그랜드 오픈 한다. 어버이날에 ‘가장 선물 받고 싶어하는 작품’으로 손꼽히고 있는 뮤지컬 친정엄마는 2023년에도 가정의 달을 앞두고... 
223,"부산 <b>코로나</b> 안내문자, 7일부터 발송중단",부산시가 7일부터 <b>코로나</b>19 확진자 재난 문자 발송을 중단한다고 6일 밝혔다. 앞서 행정안전부는 지난달... 행안부 집계에 따르면 2020∼2022년 3년간 전국 지자체가 발송한 <b>코로나</b> 관련 재난문자는 14만5000여 건이다.... 
224,&quot;<b>코로나</b> 7차 유행 가시적 감소세&quot;…감염재생산 0.9,정부가 <b>코로나</b> 7차 유행이 가시적으로 감소세를 보인다고 밝혔다. <b>코로나</b>19 중앙재난대책본부 박민수 1총괄조정관(보건복지부 2차관)&lt;사진&gt;은 8일 정부 서울청사에서 중대본 회의를 주재하며 이같이 밝혔다. 박민수... 
225,"지영미 질병청장 &quot;<b>코로나</b>19 감염병 등급 조정, WHO 비상상황 해제 이후&quot;","이투데이=세종=김지영 기자 | &quot;중국발 단기비자 발급제한 등, 조기 해제 검토…<b>코로나</b>19 대응, 전반적으로 잘 돼&quot; 정부가 5월 이후에 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 위기단계 조정을 검토한다. 지영미... "
226,<b>코로나</b>19 중대본 회의 주재하는 박민수 차관,= 중앙재난안전대책본부 제1총괄조정관인 박민수 보건복지부 제2차관이 8일 오전 서울 종로구 세종대로 정부서울청사에서 <b>코로나</b>19 중대본 회의에서 모두 발언을 하고 있다. 2023.2.8/뉴스1
227,(영상)<b>코로나</b> 백신 정기접종 검토…&quot;일반인 연 1회·고위험 연 2회&quot;,"뉴스토마토 = 주혜린 기자 | 방역당국이 <b>코로나</b>19 백신의 정기 접종을 검토합니다. 일반인의 경우 연 1회, 고위험군의 경우는 연 2회 접종하는 방안입니다. 임숙영 중앙방역대책본부 상황총괄단장은 8일 <b>코로나</b>19... "
228,<b>코로나</b>19 대응하는 박민수 중대본 제1총괄조정관,= 박민수 중앙재난안전대책본부 제1총괄조정관(보건복지부 제2차관)이 8일 서울 종로구 정부서울청사 행정안전부 서울상황센터에서 열린 <b>코로나</b>19 중대본 회의를 주재하며 발언하고 있다. 중대본은 이날 &quot;두 달 전... 
229,중국발 단기 체류 외국인 4명 <b>코로나</b>19 확진…양성률 1%,"중국에서 인천공항을 통해 입국한 단기 체류 외국인 4명이 <b>코로나</b>19 양성 판정을 받았습니다. 중앙방역대책본부는 어제 하루 중국발 입국자 1,535명 가운데 394명이 공항 검사센터에서 검사를 받았고, 오늘(7일) 0시... "
230,&apos;<b>코로나</b> 종료&apos; 선언한 바이든 &quot;미국 내 일자리 더 만든다&quot;,바이든 대통령은 먼저 <b>코로나</b>19 팬데믹에 대해 &quot;더 이상 <b>코로나</b>19(COVID)는 우리 삶을 통제하지 않는다&quot;고 완전한 극복을 선언했다. 이어 제조업 일자리 데이터를 강조하며 &quot;미국의 1300만명 제조업 근로자는 2001년 1700만명에... 
231,<b>코로나</b> 틈타…中 &apos;K상표권 도둑질&apos; 기승,하지만 <b>코로나</b>19로 한국 기업의 중국 진출이 주춤해진 틈을 타 상표권 도용이 크게 늘었다는 분석이다. 특히... 전문가들은 <b>코로나</b>19로 한국 기업의 중국 진출이 힘들어진 점을 현지 기업들이 악용한다고 분석했다.... 
232,"[속보] <b>코로나</b> 신규 확진자 1만6120명…위중증 293명, 사망 10명","<b>코로나</b> 확진자 ©pixabay 중앙방역대책본부는 오늘(7일) 0시 기준으로 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 위중증 환자는 293명, 사망자는 10명이라고 밝혔다. <b>코로나</b>19 국내 발생 신규 확진자는... "
233,정부 ‘체납 거름망’ 비켜간…<b>코로나</b> 그늘 속 ‘성남 모녀’,단칸방에 살던 모녀는 <b>코로나</b>19 팬데믹 직전인 2019년 같은 집 방 2칸짜리로 이사하며 살림을 키웠다. 그랬던 이들의 삶은 <b>코로나</b>19를 거치며 지난해부터 급격히 나빠졌다. 지난 3일 기자가 동네에서 만난 주민들은 딸... 
234,<b>코로나</b>19 주간 위험도 낮지만 재감염률 23%…이유는,"<b>코로나</b>19 주간 위험도가 전국, 수도권, 비수도권 모두 ‘낮음’으로 유지되고 있다. 7차 유행이 끝을 향해 가고 있는 것이다. 하지만 안심하긴 이르다. 걸린 사람이 또 걸리는 재감염자가 늘고 있어서다. 자연 감염이나... "
235,지영미 질병청장 “WHO 비상사태 해제 후 격리의무 해제 논의…<b>코로나</b> 정기접...,지영미 질병관리청장이 오는 4월 말 세계보건기구(WHO)가 <b>코로나</b>19 ‘국제적 공중보건 비상사태’(PHEIC)를 해제하면 국내에서도 격리의무와 실내마스크 착용의무 2단계 해제 등을 논의할 것이라고 밝혔다. 올해 <b>코로나</b>19... 
236,“올해 日 방문 외국인 2110만명 예상… <b>코로나</b>前 3분의2수준”,"올해 일본을 방문하는 외국인이 2000만명을 넘어서면서 <b>코로나</b>19 이전의 66%에 달할 것으로 예상됐다. 일본... 종전 최다기록은 <b>코로나</b>19 발생 직전인 지난 2019년의 3188만 명인데, 올해는 2019년의 66% 수준까지 회복되는... "
237,경북 <b>코로나</b>19 신규 확진자 786명,"경상북도에 따르면 7일 0시 기준 19개 시·군(시 10, 군 9)에서 <b>코로나</b>19 확진자 국내감염 786명, 국외감염 0명이 신규 발생했다. 시군별 확진자 수는 포항 200명, 구미 143명, 경산 98명, 안동 55명, 김천 41명, 문경... "
238,"부산, 지난주 <b>코로나</b>19 확진자 앞주 대비 24.8% 감소",지난주 부산의 <b>코로나</b>19 확진자가 앞주에 비해 큰 폭으로 감소한 것으로 나타났다. 7일 부산시에 따르면 지난주(1월 29일~2월 4일) 지역내 <b>코로나</b>19 확진자는 7925명(1일 평균 1132명)으로 앞주(1월 22~28일)의... 
